"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax"
"O-899414731803284","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/26/21","6:31 PM","62.94","0","1.99","5.03","10.49","80.45","-16.23","0","-2.75","0"
"O-517714736297818","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/26/21","7:12 PM","33.56","0","0.00","2.60","5.42","41.58","-8.39","0","-1.57","0"
"O-768814598926324","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/13/21","1:47 PM","16.98","0","6.99","1.86","3.87","29.70","-5.99","0","-1.21","0"
"O-336914592792258","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/12/21","7:31 PM","15.98","0","2.99","1.47","3.07","23.51","-4.74","0","-1.02","0"
"O-463714670370537","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/21/21","2:38 PM","22.98","0","0.00","1.78","0","24.76","-5.75","0","-1.06","0"
"O-244114522692472","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/6/21","1:12 PM","39.76","0","1.99","3.23","6.74","51.72","-10.44","0","-1.88","0"
"O-705514781009995","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/31/21","8:03 PM","18.48","0","2.99","1.66","4.63","27.76","-5.37","0","-1.15","0"
"O-463714590365727","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/12/21","8:33 PM","21.97","0","6.99","2.24","4.73","35.93","-7.24","0","-1.40","0"
"O-332214545642597","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/7/21","7:19 PM","37.95","0","8.99","3.64","10.12","60.70","-11.74","0","-2.15","0"
"O-332214735631999","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/27/21","5:37 PM","53.92","0","1.99","4.33","9.04","69.28","-13.98","0","-2.41","0"
"O-665014730379955","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/26/21","8:13 PM","33.96","0","1.99","2.78","7.75","46.48","-8.99","0","-1.72","0"
"O-997214674785841","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/21/21","5:34 PM","45.23","0","6.99","4.05","11.25","67.52","-13.06","0","-2.36","0"
"O-842614749454365","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/28/21","5:32 PM","25.98","0","4.99","2.40","5.01","38.38","-7.74","0","-1.47","0"
"O-332214755641754","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/28/21","6:04 PM","12.99","0","0.00","1.01","0","14.00","-3.25","0","-0.73","0"
"O-113214684985839","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/21/21","8:54 PM","29.75","0","1.99","2.46","3.42","37.62","-7.94","0","-1.45","0"
"O-728514490724378","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/2/21","6:08 PM","25.98","0","4.99","2.40","5.00","38.37","-7.74","0","-1.47","0"
"O-463714580367020","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/11/21","8:36 PM","16.99","0","1.99","1.47","3.07","23.52","-4.75","0","-1.02","0"
"O-899414581807975","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/11/21","7:06 PM","36.15","0","2.99","3.03","6.33","48.50","-9.79","0","-1.78","0"
"O-665014710305387","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/25/21","5:24 PM","49.96","0","1.99","4.02","10.00","65.97","-12.99","0","-2.31","0"
"O-097814668471321","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/19/21","8:50 PM","29.47","0","6.99","2.82","7.86","47.14","-9.12","0","-1.74","0"
"O-517714596296760","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/12/21","4:55 PM","55.95","0","6.99","4.88","13.56","81.38","-15.74","0","-2.78","0"
"O-035714772350045","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/30/21","5:59 PM","17.98","0","2.99","1.62","3.87","26.46","-5.24","0","-1.11","0"
"O-768814748993295","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/27/21","8:42 PM","39.97","0","0.00","3.10","0","43.07","-9.99","0","-1.61","0"
"O-517714646292467","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/17/21","6:11 PM","34.25","0","6.99","3.19","6.00","50.43","-10.31","0","-1.84","0"
"O-665014720344500","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/25/21","7:02 PM","36.46","0","4.99","3.22","8.93","53.60","-10.36","0","-1.93","0"
"O-907714759608411","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/28/21","7:23 PM","33.96","0","4.99","3.02","7.32","49.29","-9.74","0","-1.80","0"
"O-432214590260235","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/13/21","3:16 PM","45.97","0","2.99","3.79","7.91","60.66","-12.24","0","-2.15","0"
"O-244114552643478","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/8/21","8:33 PM","16.99","0","1.99","1.47","3.07","23.52","-4.75","0","-1.02","0"
"O-899414601804910","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/13/21","5:55 PM","22.99","0","0.00","1.78","0","24.77","-5.75","0","-1.06","0"
"O-206514622501644","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/15/21","5:28 PM","9.74","0","0.00","0.75","1.57","12.06","-2.44","0","-0.67","0"
"O-933614596281461","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/12/21","6:09 PM","61.39","0","2.99","4.99","10.40","79.77","-16.10","0","-2.73","0"
"O-206514722526834","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/26/21","2:31 PM","50.95","0","0.00","3.95","0","54.90","-12.74","0","-1.97","0"
"O-266514530816196","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-266514530816196","Additional charge due to special instructions request","3/6/21","4:58 PM","5.00","0","0.00","0.39","0","5.39","0","0","0","0"
"O-222414630497355","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/16/21","8:34 PM","19.98","0","1.99","1.70","5.00","28.67","-5.49","0","-1.17","0"
"O-432214670255570","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/20/21","8:24 PM","34.98","0","6.99","3.25","6.78","52.00","-10.49","0","-1.89","0"
"O-206514612522001","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/15/21","4:50 PM","33.45","0","0.00","2.59","3.96","40.00","-8.36","0","-1.52","0"
"O-907714609623153","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/13/21","7:41 PM","58.93","0","2.99","4.80","10.00","76.72","-15.48","0","-2.64","0"
