Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-363429993860874,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/30/25,"6:55 PM PDT, UTC-07:00",132.31,0,0,0,n/a,10.25,0,0,142.56,-16.54,n/a,0,-4.65,0,0,0,n/a
MARKETPLACE,O-216629586625402,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/19/25,"8:29 PM PDT, UTC-07:00",24.84,0,0,0,n/a,1.93,0,0,26.77,-3.11,n/a,0,-1.12,0,0,0,n/a
MARKETPLACE,O-646129430321672,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/04/25,"8:49 PM PDT, UTC-07:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,O-904430099199992,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/09/25,"8:05 PM PDT, UTC-07:00",25.98,0,0,0,n/a,2.01,0,0,27.99,-3.25,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-062828987109991,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/18/25,"8:25 PM PST, UTC-08:00",47.52,2.99,0,0,n/a,3.91,0,2,56.42,-6.31,n/a,0,-2.02,0,0,0,n/a
MARKETPLACE,O-880028960329327,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/17/25,"4:37 PM PST, UTC-08:00",21.77,2.99,0,0,n/a,1.92,0,5,31.68,-3.1,n/a,0,-1.27,0,0,0,n/a
MARKETPLACE,O-563328713905824,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/22/25,"8:32 PM PST, UTC-08:00",12.33,0,0,0,n/a,0.96,0,0,13.29,-1.54,n/a,0,-0.71,0,0,0,n/a
MARKETPLACE,O-081429175996565,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/09/25,"7:15 PM PDT, UTC-07:00",27.92,0,0,0,n/a,2.16,0,0,30.08,-3.49,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-708629166451801,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/08/25,"7:49 PM PST, UTC-08:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,O-674829154861430,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/07/25,"6:23 PM PST, UTC-08:00",65.46,0,0,0,n/a,5.07,0,0,70.53,-8.18,n/a,0,-2.45,0,0,0,n/a
MARKETPLACE,O-885028923802675,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Cancelation of O-885028923802675,Late delivery (order is too late),02/12/25,"6:24 PM PST, UTC-08:00",-35.97,-4.99,0,0,n/a,-3.18,0,-2,-46.14,5.12,n/a,0,1.71,0,0,0,n/a
MARKETPLACE,O-574929529448941,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/13/25,"6:06 PM PDT, UTC-07:00",70.94,2.99,0,0,n/a,5.73,0,8.03,87.69,-9.24,n/a,0,-2.97,0,0,0,n/a
MARKETPLACE,O-065630065231373,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/06/25,"6:53 PM PDT, UTC-07:00",22.62,0,0,0,n/a,1.75,0,0,24.37,-2.83,n/a,0,-1.04,0,0,0,n/a
MARKETPLACE,W-477229486687217,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/09/25,"7:02 PM PDT, UTC-07:00",8.99,0,0,0,n/a,0.7,0,0,9.69,0,n/a,0,-0.6,0,0,0,n/a
MARKETPLACE,O-264829807466885,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/11/25,"6:48 PM PDT, UTC-07:00",42.36,0,0,0,n/a,3.28,0,0,45.64,-5.3,n/a,0,-1.69,0,0,0,n/a
MARKETPLACE,O-856729048212987,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Cancelation of O-856729048212987,Cancelled by Merchant,02/24/25,"10:17 PM PST, UTC-08:00",-60.31,-2.99,0,0,n/a,-4.9,0,-6,-74.2,7.91,n/a,0,2.56,0,0,0,n/a
MARKETPLACE,O-394229660645961,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/27/25,"7:00 PM PDT, UTC-07:00",47.98,2.99,0,0,n/a,3.95,0,5,59.92,-6.37,n/a,0,-2.13,0,0,0,n/a
MARKETPLACE,O-392628713869858,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/22/25,"6:17 PM PST, UTC-08:00",16.19,0,0,0,n/a,1.25,0,0,17.44,-2.02,n/a,0,-0.83,0,0,0,n/a
MARKETPLACE,O-691029510167681,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/12/25,"8:14 PM PDT, UTC-07:00",38.96,4.99,0,0,n/a,3.41,0,3,50.36,-5.49,n/a,0,-1.84,0,0,0,n/a
MARKETPLACE,O-552030089888341,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/08/25,"8:31 PM PDT, UTC-07:00",24.37,2.99,0,0,n/a,2.12,0,4.14,33.62,-3.42,n/a,0,-1.33,0,0,0,n/a
MARKETPLACE,O-957029784065253,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/09/25,"6:12 PM PDT, UTC-07:00",14.84,0,0,0,n/a,1.15,0,0,15.99,-1.86,n/a,0,-0.79,0,0,0,n/a
MARKETPLACE,W-765429184176866,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/10/25,"6:35 PM PDT, UTC-07:00",24.97,0,0,0,n/a,1.94,0,0,26.91,0,n/a,0,-1.12,0,0,0,n/a
MARKETPLACE,O-973429689079567,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/29/25,"5:44 PM PDT, UTC-07:00",29.67,4.99,0,0,n/a,2.69,0,3,40.35,-4.33,n/a,0,-1.53,0,0,0,n/a
MARKETPLACE,W-863030149248230,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/15/25,"2:01 PM PDT, UTC-07:00",18.99,2.99,0,0,n/a,1.7,0,3.88,27.56,0,n/a,0,-1.14,0,0,0,n/a
MARKETPLACE,O-180429753433597,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/07/25,"10:15 AM PDT, UTC-07:00",41.98,0,0,0,n/a,3.25,0,0,45.23,-5.25,n/a,0,-1.68,0,0,0,n/a
MARKETPLACE,W-782330036396965,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/04/25,"12:38 PM PDT, UTC-07:00",28.96,0,0,0,n/a,2.24,0,0,31.2,0,n/a,0,-1.25,0,0,0,n/a
MARKETPLACE,W-768428637220671,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/14/25,"5:40 PM PST, UTC-08:00",19.98,0,0,0,n/a,1.55,0,0,21.53,0,n/a,0,-0.96,0,0,0,n/a
MARKETPLACE,O-773228503894035,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/01/25,"6:21 PM PST, UTC-08:00",18.98,0,0,0,n/a,1.47,0,3.07,23.52,-2.37,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-555628980937584,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-555628980937584,,02/18/25,"9:15 PM PST, UTC-08:00",-20.99,0,0,0,n/a,-1.63,0,0,-22.62,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,W-523428523074747,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/03/25,"4:59 PM PST, UTC-08:00",23.99,0,0,0,n/a,1.86,0,2.59,28.44,0,n/a,0,-1.17,0,0,0,n/a
MARKETPLACE,O-121029607416440,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/22/25,"2:05 PM PDT, UTC-07:00",21.68,0,0,0,n/a,1.68,0,0,23.36,-2.71,n/a,0,-1.01,0,0,0,n/a
MARKETPLACE,O-085729381180200,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/31/25,"4:03 PM PDT, UTC-07:00",38.52,2.99,0,0,n/a,3.22,0,1,45.73,-5.19,n/a,0,-1.69,0,0,0,n/a
MARKETPLACE,O-800428662451536,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/17/25,"6:17 PM PST, UTC-08:00",16.19,0,0,0,n/a,1.25,0,0,17.44,-2.02,n/a,0,-0.83,0,0,0,n/a
MARKETPLACE,O-143828987127817,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/18/25,"6:08 PM PST, UTC-08:00",78.25,0,0,0,n/a,6.06,0,0,84.31,-9.78,n/a,0,-2.87,0,0,0,n/a
MARKETPLACE,O-269229013095616,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/21/25,"7:56 PM PST, UTC-08:00",24.98,0,0,0,n/a,1.94,0,0,26.92,-3.12,n/a,0,-1.12,0,0,0,n/a
MARKETPLACE,O-228528658566202,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/16/25,"4:41 PM PST, UTC-08:00",28.47,2.99,0,0,n/a,2.44,0,4.83,38.73,-3.93,n/a,0,-1.48,0,0,0,n/a
MARKETPLACE,O-804128571024555,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/08/25,"6:07 PM PST, UTC-08:00",28.44,0,0,0,n/a,2.2,0,0,30.64,-3.56,n/a,0,-1.23,0,0,0,n/a
MARKETPLACE,O-509429297655807,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/21/25,"5:52 PM PDT, UTC-07:00",42.46,4.99,0,0,n/a,3.68,0,6.97,58.1,-5.93,n/a,0,-2.07,0,0,0,n/a
MARKETPLACE,O-488628675101639,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/18/25,"9:45 PM PST, UTC-08:00",21.77,0,0,0,n/a,1.69,0,0,23.46,-2.72,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-883728942014994,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-883728942014994,Refund due to a missing item,02/14/25,"8:27 PM PST, UTC-08:00",-28.82,0,0,0,n/a,-2.24,0,0,-31.06,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-024129569758934,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/18/25,"4:52 PM PDT, UTC-07:00",38.86,0,0,0,n/a,3.01,0,0,41.87,-4.86,n/a,0,-1.58,0,0,0,n/a
MARKETPLACE,O-919628503212073,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/01/25,"5:15 PM PST, UTC-08:00",19.98,0,0,0,n/a,1.55,0,0,21.53,-2.5,n/a,0,-0.96,0,0,0,n/a
MARKETPLACE,O-536829280170053,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/21/25,"4:51 PM PDT, UTC-07:00",38.18,2.99,0,0,n/a,3.19,0,4.85,49.21,-5.15,n/a,0,-1.8,0,0,0,n/a
MARKETPLACE,W-277528985606484,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/18/25,"4:37 PM PST, UTC-08:00",55.66,0,0,0,n/a,4.31,0,0,59.97,0,n/a,0,-2.13,0,0,0,n/a
MARKETPLACE,O-178429109197892,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/02/25,"5:47 PM PST, UTC-08:00",36.96,0,0,0,n/a,2.86,0,0,39.82,-4.62,n/a,0,-1.51,0,0,0,n/a
MARKETPLACE,O-642628878592264,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/07/25,"8:20 PM PST, UTC-08:00",38.96,2.99,0,0,n/a,3.25,0,6.61,51.81,-5.24,n/a,0,-1.88,0,0,0,n/a
MARKETPLACE,O-825530107451168,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/10/25,"7:48 PM PDT, UTC-07:00",50.34,4.99,0,0,n/a,4.29,0,8.54,68.16,-6.92,n/a,0,-2.38,0,0,0,n/a
MARKETPLACE,O-739229982785884,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/29/25,"6:52 PM PDT, UTC-07:00",15.47,2.99,0,0,n/a,1.43,0,5,24.89,-2.31,n/a,0,-1.06,0,0,0,n/a
MARKETPLACE,O-713629354417966,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/28/25,"1:55 PM PDT, UTC-07:00",36.32,4.99,0,0,n/a,3.2,0,2,46.51,-5.16,n/a,0,-1.72,0,0,0,n/a
MARKETPLACE,O-825829443420987,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/05/25,"7:29 PM PDT, UTC-07:00",54.92,2.99,0,0,n/a,4.49,0,9.32,71.72,-7.24,n/a,0,-2.49,0,0,0,n/a
MARKETPLACE,O-838628821592309,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/02/25,"5:01 PM PST, UTC-08:00",38.97,4.99,0,0,n/a,3.41,0,8.82,56.19,-5.5,n/a,0,-2.01,0,0,0,n/a
MARKETPLACE,O-231129907292511,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/22/25,"12:20 PM PDT, UTC-07:00",51.81,0,0,0,n/a,4.02,0,0,55.83,-6.48,n/a,0,-2,0,0,0,n/a
MARKETPLACE,O-226930048298900,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/04/25,"6:59 PM PDT, UTC-07:00",13.99,0,0,0,n/a,1.08,0,0,15.07,-1.75,n/a,0,-0.76,0,0,0,n/a
MARKETPLACE,O-824329155433220,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/07/25,"5:26 PM PST, UTC-08:00",20.99,0,0,0,n/a,1.63,0,0,22.62,-2.62,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,O-004429896975113,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/20/25,"7:33 PM PDT, UTC-07:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,O-395029873493674,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/18/25,"8:19 PM PDT, UTC-07:00",17.97,4.99,0,0,n/a,1.78,0,1.67,26.41,-2.87,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-362929202318496,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/13/25,"5:26 PM PDT, UTC-07:00",60.84,2.99,0,0,n/a,4.95,0,6.88,75.66,-7.98,n/a,0,-2.61,0,0,0,n/a
MARKETPLACE,O-212829138958014,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/05/25,"6:28 PM PST, UTC-08:00",53.46,0,0,0,n/a,4.14,0,0,57.6,-6.68,n/a,0,-2.06,0,0,0,n/a
MARKETPLACE,O-480630256605187,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/25/25,"6:36 PM PDT, UTC-07:00",35.97,0,0,0,n/a,2.79,0,0,38.76,-4.5,n/a,0,-1.48,0,0,0,n/a
MARKETPLACE,W-800028940502740,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/14/25,"7:53 PM PST, UTC-08:00",27.99,0,0,0,n/a,2.17,0,0,30.16,0,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-889529973216647,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/28/25,"8:31 PM PDT, UTC-07:00",21.47,2.99,0,0,n/a,1.89,0,3.64,29.99,-3.06,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-009829030794868,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/23/25,"5:56 PM PST, UTC-08:00",73.93,0,0,0,n/a,5.73,0,0,79.66,-9.24,n/a,0,-2.73,0,0,0,n/a
MARKETPLACE,O-599829981357099,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/30/25,"5:17 PM PDT, UTC-07:00",47.31,2.99,0,0,n/a,3.9,0,8.18,62.38,-6.29,n/a,0,-2.2,0,0,0,n/a
MARKETPLACE,O-311528533273658,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/04/25,"7:48 PM PST, UTC-08:00",52.96,0,0,0,n/a,4.1,0,0,57.06,-6.62,n/a,0,-2.04,0,0,0,n/a
MARKETPLACE,O-108029049456673,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/25/25,"12:41 PM PST, UTC-08:00",25.96,0,0,0,n/a,2.01,0,0,27.97,-3.25,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,W-523729441057805,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/05/25,"6:14 PM PDT, UTC-07:00",45.47,0,0,0,n/a,3.52,0,0,48.99,0,n/a,0,-1.79,0,0,0,n/a
MARKETPLACE,O-111728861409379,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/07/25,"4:13 PM PST, UTC-08:00",49.97,0,0,0,n/a,3.87,0,0,53.84,-6.25,n/a,0,-1.94,0,0,0,n/a
MARKETPLACE,O-002029032412953,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/23/25,"7:34 PM PST, UTC-08:00",47.43,2.99,0,0,n/a,3.91,0,6.5,60.83,-6.3,n/a,0,-2.16,0,0,0,n/a
MARKETPLACE,W-402628670455250,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/18/25,"6:21 PM PST, UTC-08:00",54.97,4.99,0,0,n/a,4.65,0,10.58,75.19,0,n/a,0,-2.59,0,0,0,n/a
MARKETPLACE,O-920828650942797,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/16/25,"6:40 PM PST, UTC-08:00",18.98,0,0,0,n/a,1.47,0,0,20.45,-2.37,n/a,0,-0.92,0,0,0,n/a
MARKETPLACE,O-393628540431082,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/05/25,"8:38 PM PST, UTC-08:00",17.73,2.99,0,0,n/a,1.6,0,4.9,27.22,-2.59,n/a,0,-1.13,0,0,0,n/a
MARKETPLACE,W-888728837358035,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/03/25,"6:31 PM PST, UTC-08:00",62.34,2.99,0,0,n/a,5.06,0,3,73.39,0,n/a,0,-2.54,0,0,0,n/a
MARKETPLACE,O-905928560394176,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/08/25,"1:48 PM PST, UTC-08:00",30.17,0,0,0,n/a,2.34,0,0,32.51,-3.77,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-876728803662868,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/31/25,"8:07 PM PST, UTC-08:00",28.37,0,0,0,n/a,2.2,0,0,30.57,-3.55,n/a,0,-1.23,0,0,0,n/a
MARKETPLACE,O-899430002547733,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/01/25,"1:48 PM PDT, UTC-07:00",24.98,2.99,0,0,n/a,2.17,0,2.83,32.97,-3.5,n/a,0,-1.31,0,0,0,n/a
MARKETPLACE,O-458829901684140,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/21/25,"8:18 PM PDT, UTC-07:00",26.98,0,0,0,n/a,2.09,0,0,29.07,-3.37,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,O-634029220273359,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/14/25,"7:15 PM PDT, UTC-07:00",16.99,0,0,0,n/a,1.32,0,0,18.31,-2.12,n/a,0,-0.86,0,0,0,n/a
MARKETPLACE,O-313529428972443,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/04/25,"5:08 PM PDT, UTC-07:00",48.96,2.99,0,0,n/a,4.02,0,8.31,64.28,-6.49,n/a,0,-2.26,0,0,0,n/a
MARKETPLACE,O-219329295733779,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/21/25,"7:56 PM PDT, UTC-07:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,O-341929638508577,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/24/25,"7:42 PM PDT, UTC-07:00",24.61,0,0,0,n/a,1.91,0,0,26.52,-3.08,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-371829017750584,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/21/25,"7:49 PM PST, UTC-08:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,O-554329162086416,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/08/25,"5:58 PM PST, UTC-08:00",17.83,2.99,0,0,n/a,1.61,0,6,28.43,-2.6,n/a,0,-1.17,0,0,0,n/a
MARKETPLACE,O-074029586633341,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/20/25,"5:17 PM PDT, UTC-07:00",38.82,0,0,0,n/a,3.01,0,0,41.83,-4.85,n/a,0,-1.58,0,0,0,n/a
MARKETPLACE,O-615829437072028,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/05/25,"11:17 AM PDT, UTC-07:00",34.97,0,0,0,n/a,2.71,0,0,37.68,-4.37,n/a,0,-1.45,0,0,0,n/a
MARKETPLACE,W-125829157892132,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/08/25,"11:05 AM PST, UTC-08:00",25.98,0,0,0,n/a,2.01,0,0,27.99,0,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-348328914926769,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Cancelation of O-348328914926769,,02/11/25,"10:53 PM PST, UTC-08:00",-20.72,-2.99,0,0,n/a,-1.84,0,-2.35,-27.9,2.96,n/a,0,1.15,0,0,0,n/a
MARKETPLACE,O-558729620526528,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/24/25,"12:53 PM PDT, UTC-07:00",52.96,0,0,0,n/a,4.1,0,0,57.06,-6.62,n/a,0,-2.04,0,0,0,n/a
MARKETPLACE,O-237428689141666,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/19/25,"4:27 PM PST, UTC-08:00",24.37,0,0,0,n/a,1.89,0,3.94,30.2,-3.05,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-825829443420987,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-825829443420987,Multiple reasons: Item was wrong and bad. Item was wrong and bad. Item was wrong and bad,04/05/25,"7:53 PM PDT, UTC-07:00",-44.95,0,0,0,n/a,-3.49,0,0,-48.44,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-096529190698711,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/12/25,"5:36 PM PDT, UTC-07:00",21.77,4.99,0,0,n/a,2.08,0,3.69,32.53,-3.35,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-344529364380197,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/25,"4:50 PM PDT, UTC-07:00",38.86,0,0,0,n/a,3.01,0,0,41.87,-4.86,n/a,0,-1.58,0,0,0,n/a
MARKETPLACE,O-166329431887387,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/05/25,"1:55 PM PDT, UTC-07:00",269.99,0,0,0,n/a,20.92,0,0,290.91,-33.75,n/a,0,-9.17,0,0,0,n/a
MARKETPLACE,O-495028781206877,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Cancelation of O-495028781206877,Restaurant cannot fulfill order,01/30/25,"2:01 PM PST, UTC-08:00",-65.52,-2.99,0,0,n/a,-5.31,0,-3,-76.82,8.56,n/a,0,2.64,0,0,0,n/a
MARKETPLACE,O-121030288423729,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/28/25,"5:15 PM PDT, UTC-07:00",12.99,0,0,0,n/a,1.01,0,0,14,-1.62,n/a,0,-0.73,0,0,0,n/a
MARKETPLACE,O-162530138205865,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/13/25,"9:34 PM PDT, UTC-07:00",27.97,0,0,0,n/a,2.17,0,0,30.14,-3.5,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-887428930138287,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/13/25,"7:23 PM PST, UTC-08:00",25.98,0,0,0,n/a,2.01,0,0,27.99,-3.25,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-927529694366365,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/01/25,"5:24 PM PDT, UTC-07:00",36.98,2.99,0,0,n/a,3.1,0,8.16,51.23,-5,n/a,0,-1.86,0,0,0,n/a
MARKETPLACE,O-950230141143409,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/14/25,"6:49 PM PDT, UTC-07:00",26.48,2.99,0,0,n/a,2.28,0,4.05,35.8,-3.68,n/a,0,-1.39,0,0,0,n/a
MARKETPLACE,O-994829589259842,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/19/25,"7:17 PM PDT, UTC-07:00",44.66,4.99,0,0,n/a,3.85,0,3,56.5,-6.21,n/a,0,-2.02,0,0,0,n/a
MARKETPLACE,O-318728781046836,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/29/25,"7:20 PM PST, UTC-08:00",38.67,0,0,0,n/a,3,0,0,41.67,-4.83,n/a,0,-1.57,0,0,0,n/a
MARKETPLACE,O-695330051476521,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/06/25,"5:07 PM PDT, UTC-07:00",20.99,0,0,0,n/a,1.63,0,0,22.62,-2.62,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,O-019830198243368,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/20/25,"4:08 PM PDT, UTC-07:00",48.96,2.99,0,0,n/a,4.02,0,5.54,61.51,-6.49,n/a,0,-2.18,0,0,0,n/a
