Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-984428761557697,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/27/25,"7:03 PM PST, UTC-08:00",39.71,6.99,0,0,n/a,3.62,0,7,57.32,-7.01,n/a,0,-2.05,0,0,0,n/a
MARKETPLACE,O-879229063996158,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/07/25,"1:00 PM PST, UTC-08:00",154.97,19.99,0,0,n/a,13.56,0,0,188.52,-30.62,n/a,0,-6.05,0,0,0,n/a
MARKETPLACE,O-228530016750217,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/01/25,"6:16 PM PDT, UTC-07:00",43.47,4.99,0,0,n/a,3.14,0,9.63,61.23,-7.27,n/a,0,-1.92,0,0,-8,n/a
MARKETPLACE,O-660229328233027,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/27/25,"11:30 AM PDT, UTC-07:00",199.99,14.99,0,0,n/a,16.66,0,40,271.64,-37.62,n/a,0,-8.59,0,0,0,n/a
MARKETPLACE,O-852328934591312,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/13/25,"4:39 PM PST, UTC-08:00",18.99,0,0,0,n/a,1.47,0,0,20.46,-2.85,n/a,0,-0.92,0,0,0,n/a
MARKETPLACE,O-097028670287694,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/18/25,"6:56 PM PST, UTC-08:00",44.85,0,0,0,n/a,3.48,0,0,48.33,-6.73,n/a,-4.49,-1.77,0,0,0,n/a
MARKETPLACE,O-199629840191550,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/15/25,"6:59 PM PDT, UTC-07:00",20.99,4.99,0,0,n/a,2.02,0,3.56,31.56,-3.9,n/a,0,-1.26,0,0,0,n/a
MARKETPLACE,O-585328613198964,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/12/25,"6:55 PM PST, UTC-08:00",21.98,6.99,0,0,n/a,2.24,0,8,39.21,-4.35,n/a,0,-1.5,0,0,0,n/a
MARKETPLACE,O-641928853246245,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/06/25,"3:29 PM PST, UTC-08:00",44.96,6.99,0,0,n/a,4.02,0,1,56.97,-7.79,n/a,0,-2.04,0,0,0,n/a
MARKETPLACE,O-093828845183320,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/05/25,"4:32 PM PST, UTC-08:00",24.74,1.99,0,0,n/a,2.07,0,2.8,31.6,-4.01,n/a,0,-1.26,0,0,0,n/a
MARKETPLACE,O-336129302905903,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/23/25,"4:42 PM PDT, UTC-07:00",98.23,0,0,0,n/a,7.61,0,0,105.84,-14.73,n/a,0,-3.53,0,0,0,n/a
MARKETPLACE,O-341929628548798,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/24/25,"6:15 PM PDT, UTC-07:00",57.96,6.99,0,0,n/a,5.03,0,5.43,75.41,-9.74,n/a,0,-2.6,0,0,0,n/a
MARKETPLACE,O-254929319533994,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/23/25,"6:10 PM PDT, UTC-07:00",39.97,2.99,0,0,n/a,3.33,0,6.99,53.28,-6.44,n/a,0,-1.93,0,0,0,n/a
MARKETPLACE,O-057429103322188,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/03/25,"12:26 PM PST, UTC-08:00",35.46,2.99,0,0,n/a,2.98,0,6.02,47.45,-5.77,n/a,0,-1.75,0,0,0,n/a
MARKETPLACE,O-249929942203654,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/25/25,"6:39 PM PDT, UTC-07:00",15.98,2.99,0,0,n/a,1.47,0,2.71,23.15,-2.85,n/a,0,-1.01,0,0,0,n/a
MARKETPLACE,O-318329773035135,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/08/25,"6:08 PM PDT, UTC-07:00",119.24,0,0,0,n/a,9.24,0,0,128.48,-17.89,n/a,0,-4.22,0,0,0,n/a
MARKETPLACE,O-448130278317377,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/27/25,"6:13 PM PDT, UTC-07:00",15.48,2.99,0,0,n/a,1.43,0,2.63,22.53,-2.77,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,O-523128727534332,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/24/25,"5:45 PM PST, UTC-08:00",31.98,8.99,0,0,n/a,3.18,0,7.24,51.39,-6.15,n/a,0,-1.87,0,0,0,n/a
MARKETPLACE,O-293529152448405,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/07/25,"6:25 PM PST, UTC-08:00",24.98,4.99,0,0,n/a,1.71,0,4.08,35.76,-4.5,n/a,0,-1.15,0,0,-8,n/a
MARKETPLACE,O-835029403719000,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/02/25,"5:45 PM PDT, UTC-07:00",34.98,8.99,0,0,n/a,3.41,0,7.92,55.3,-6.6,n/a,0,-1.99,0,0,0,n/a
MARKETPLACE,O-411528532521656,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/04/25,"7:15 PM PST, UTC-08:00",20.73,2.99,0,0,n/a,1.84,0,3.52,29.08,-3.56,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,O-293828588364048,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/09/25,"7:18 PM PST, UTC-08:00",35.98,2.99,0,0,n/a,3.02,0,2,43.99,-5.85,n/a,0,-1.64,0,0,0,n/a
MARKETPLACE,O-678129463590705,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/07/25,"7:32 PM PDT, UTC-07:00",41.95,2.99,0,0,n/a,3.48,0,10.59,59.01,-6.74,n/a,0,-2.1,0,0,0,n/a
MARKETPLACE,O-255129231699237,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/16/25,"1:05 PM PDT, UTC-07:00",38.46,2.99,0,0,n/a,3.21,0,6.53,51.19,-6.22,n/a,0,-1.86,0,0,0,n/a
MARKETPLACE,O-248328870996917,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/07/25,"9:45 PM PST, UTC-08:00",13.99,0,0,0,n/a,1.08,0,0,15.07,-2.1,n/a,-1.4,-0.76,0,0,0,n/a
MARKETPLACE,O-058729793159392,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/10/25,"6:32 PM PDT, UTC-07:00",43.97,1.99,0,0,n/a,3.56,0,8.14,57.66,-6.89,n/a,0,-2.06,0,0,0,n/a
MARKETPLACE,O-549529903418415,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/22/25,"5:31 PM PDT, UTC-07:00",50.43,4.99,0,0,n/a,3.68,0,8,67.1,-8.31,n/a,0,-2.1,0,0,-8,n/a
MARKETPLACE,O-155430025350959,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/02/25,"8:08 PM PDT, UTC-07:00",29.35,8.99,0,0,n/a,2.35,0,6.43,47.12,-5.75,n/a,0,-1.49,0,0,-8,n/a
MARKETPLACE,O-605729359266880,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/28/25,"2:41 PM PDT, UTC-07:00",23.94,8.99,0,0,n/a,2.56,0,3,38.49,-4.94,n/a,0,-1.47,0,0,0,n/a
MARKETPLACE,O-389629431241878,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/05/25,"5:23 PM PDT, UTC-07:00",16.99,4.99,0,0,n/a,1.71,0,4,27.69,-3.3,n/a,0,-1.14,0,0,0,n/a
MARKETPLACE,O-248330011916555,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/02/25,"2:09 PM PDT, UTC-07:00",16.74,2.99,0,0,n/a,1.29,0,2.78,23.8,-2.96,n/a,0,-0.93,0,0,-3,n/a
