"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax"
"O-539815129713795","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/5/21","12:49 PM","15.99","0","0.00","1.24","0","17.23","-3.20","-1.60","-0.83","0"
"O-023815380867240","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/30/21","7:59 PM","32.98","0","0.00","2.56","0","35.54","-6.60","-3.30","-1.38","0"
"O-256315129157500","The Wing Stop - Alton Pkwy","Adjustment of O-256315129157500","Refund due to order adjustment
Issue. Diner received an incorrect order.

instead of Family Wing Combo
they received Kung pao chicken.","5/4/21","10:22 PM","-27.99","0","0.00","-2.17","0","-30.16","0","0","0","0"
"O-071515160565580","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/9/21","5:44 PM","39.44","0","0.00","3.06","0","42.50","-7.89","-3.94","-1.60","0"
"O-377015282484797","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/20/21","9:38 PM","39.98","0","0.00","3.10","0","43.08","-8.00","-4.00","-1.61","0"
"T-AwEAAAAAABLIK2epdcC3FBHru1xrMQ2g_RA","The Wing Stop - Alton Pkwy","Account Adjustment","90761522-6367188,CF","5/17/21","6:33 AM","0","0","0.00","0.00","0","16.48","0","0","0","0"
"O-907615246384791","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/16/21","6:30 PM","25.98","0","0.00","2.01","0","27.99","-5.20","-2.60","-1.15","0"
"O-895215352597452","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/27/21","9:44 PM","30.74","0","0.00","2.38","0","33.12","-6.15","-3.07","-1.31","0"
"O-038715154800193","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/8/21","4:57 PM","34.73","0","0.00","2.69","0","37.42","-6.95","-3.47","-1.44","0"
"O-201115335587269","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/25/21","8:04 PM","14.49","0","0.00","1.12","0","15.61","-2.90","-1.45","-0.78","0"
"O-994915262608524","The Wing Stop - Alton Pkwy","Adjustment of O-994915262608524","Tip increased by diner via self-service - Tip updated by diner via help interaction","5/18/21","7:48 PM","0","0","0.00","0.00","0","0.00","0","0","0","0"
"O-274815153906222","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/7/21","8:42 PM","14.99","0","0.00","1.16","0","16.15","-3.00","-1.50","-0.79","0"
"O-268715281471175","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/21/21","3:54 PM","16.49","0","0.00","1.28","0","17.77","-3.30","-1.65","-0.84","0"
"O-095615264442409","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/18/21","8:23 PM","15.74","0","0.00","1.22","0","16.96","-3.15","-1.57","-0.82","0"
"O-590215238427123","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/16/21","5:22 PM","48.98","0","0.00","3.80","0","52.78","-9.80","-4.90","-1.91","0"
"O-256315149184443","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/7/21","11:15 AM","10.74","0","0.00","0.83","0","11.57","-2.15","-1.07","-0.65","0"
"O-881415150392743","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/7/21","9:17 PM","20.99","0","0.00","1.63","0","22.62","-4.20","-2.10","-0.99","0"
"O-854415396462048","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/31/21","9:26 PM","23.98","0","0.00","1.86","0","25.84","-4.80","-2.40","-1.09","0"
"O-911015287224304","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/21/21","4:19 PM","30.99","0","0.00","2.40","0","33.39","-6.20","-3.10","-1.32","0"
"O-038715154863499","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/7/21","7:20 PM","35.94","0","0.00","2.79","0","38.73","-7.19","-3.59","-1.48","0"
"O-628715108456615","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/2/21","7:50 PM","28.22","0","0.00","2.19","0","30.41","-5.64","-2.82","-1.23","0"
"O-661515113330509","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/4/21","12:30 PM","58.98","0","0.00","4.57","0","63.55","-11.80","-5.90","-2.24","0"
"O-117015091993474","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/1/21","7:21 PM","25.48","0","0.00","1.97","0","27.45","-5.10","-2.55","-1.14","0"
"O-812115175530245","The Wing Stop - Alton Pkwy","Adjustment of O-812115175530245","","5/9/21","10:15 PM","0","0","0.00","0.00","0","0.00","0","0","0","0"
"O-535915346395249","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/26/21","9:49 PM","23.98","0","0.00","1.86","0","25.84","-4.80","-2.40","-1.09","0"
"O-201115275514481","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/20/21","11:48 AM","14.99","0","0.00","1.16","0","16.15","-3.00","-1.50","-0.79","0"
"O-445615173265292","The Wing Stop - Alton Pkwy","Adjustment of O-445615173265292","Tip increased by diner via self-service - Tip updated by diner via help interaction","5/10/21","5:32 PM","0","0","0.00","0.00","0","0.00","0","0","0","0"
"O-095615304439704","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/22/21","9:31 PM","36.96","0","0.00","2.86","0","39.82","-7.39","-3.70","-1.51","0"
"O-519215361638039","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/28/21","7:59 PM","27.99","0","0.00","2.17","0","30.16","-5.60","-2.80","-1.22","0"
"O-259915375042305","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/30/21","11:46 AM","22.96","0","0.00","1.78","0","24.74","-4.59","-2.30","-1.05","0"
"O-055815251325636","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/19/21","11:15 AM","12.74","0","0.00","0.99","0","13.73","-2.55","-1.27","-0.72","0"
"O-854415336489641","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/26/21","5:37 PM","23.98","0","0.00","1.86","0","25.84","-4.80","-2.40","-1.09","0"
"O-994915262608524","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/18/21","7:32 PM","23.73","0","0.00","1.84","0","25.57","-4.75","-2.37","-1.08","0"
