"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery Fee","Service Fee","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-243817266051327","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/21","8:37 PM","13.78","0.00","0","1.07","0","14.85","-2.07","0","-0.75","0","0"
"O-116017381973552","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/16/21","5:40 PM","28.97","1.99","0","2.40","5.00","38.36","-4.64","0","-1.47","0","0"
"O-073517345889771","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/12/21","5:57 PM","43.75","6.99","0","3.93","0","54.67","-7.61","0","-1.97","0","0"
"O-257117389581475","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/16/21","6:53 PM","16.98","0.00","0","1.32","0","18.30","-2.55","0","-0.86","0","0"
"O-303117303292765","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/8/21","6:39 PM","22.32","4.99","0","2.12","2.94","32.37","-4.10","0","-1.29","0","0"
"O-926717310155967","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/9/21","6:59 PM","19.28","2.99","0","1.72","3.60","27.59","-3.34","0","-1.14","0","0"
"O-110317364608423","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/15/21","11:27 AM","22.96","0.00","0","1.78","0","24.74","-3.44","0","-1.05","0","0"
"T-AwEAAAAAAA9OonovvOBeexHskgQb9sQyu5k","Aroma Pizza & Pasta - Alton Pkwy","Account Adjustment","AC 581917356790597","12/16/21","6:21 AM","0","0.00","0","0.00","0","26.36","0","0","0","0","0"
"O-041917409918867","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/18/21","8:56 PM","25.97","4.99","0","2.40","2.80","36.16","-4.64","0","-1.40","0","0"
"O-405717418790809","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/19/21","7:01 PM","44.95","1.99","0","3.63","5.06","55.63","-7.04","0","-2.00","0","0"
"O-353517458978237","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/23/21","7:32 PM","42.97","1.99","0","3.48","7.26","55.70","-6.74","0","-2.00","0","0"
"O-411417451773115","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/23/21","6:24 PM","31.97","6.99","0","3.02","4.20","46.18","-5.84","0","-1.71","0","0"
"O-585117362692170","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/15/21","12:20 PM","11.99","0.00","0","0.93","0","12.92","-1.80","0","-0.69","0","0"
"O-247817520470630","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/30/21","7:26 PM","18.99","2.99","0","1.08","3.46","26.52","-3.30","0","-0.86","0","-8.00"
"O-469517254818135","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/3/21","5:30 PM","33.98","0.00","0","2.63","0","36.61","-5.10","0","-1.42","0","0"
"O-718417264640411","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/21","7:32 PM","39.97","0.00","0","3.10","0","43.07","-6.00","0","-1.61","0","0"
"O-405717438791233","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/21/21","6:31 PM","18.99","2.99","0","1.70","3.55","27.23","-3.30","0","-1.13","0","0"
"O-513517270716739","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/5/21","6:07 PM","15.99","0.00","0","1.24","2.00","19.23","-2.40","0","-0.89","0","0"
"O-257117439549013","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/21/21","7:54 PM","29.72","0.00","0","2.30","0","32.02","-4.46","0","-1.28","0","0"
"O-503717242194643","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/2/21","8:09 PM","16.98","6.99","0","1.86","4.58","30.41","-3.60","0","-1.23","0","0"
"O-041617416808722","Aroma Pizza & Pasta - Alton Pkwy","Adjustment of O-041617416808722","Refund for missing item(s)
meatballs 1.99","12/19/21","6:38 PM","-1.99","0.00","0","-0.15","0","-2.14","0","0","0","0","0"
"O-536217239687957","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/1/21","5:23 PM","27.76","6.99","0","2.69","2.99","40.43","-5.21","0","-1.53","0","0"
"O-280917253955368","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/3/21","7:13 PM","21.99","0.00","0","1.70","0","23.69","-3.30","0","-1.02","0","0"
"O-364517395007093","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/21","5:56 PM","37.97","4.99","0","2.71","8.06","53.73","-6.44","0","-1.69","0","-8.00"
"O-809717387808631","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/17/21","1:00 PM","9.99","0.00","0","0.77","0","10.76","-1.50","0","-0.63","0","0"
"O-536217269683462","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/4/21","6:50 PM","31.97","6.99","0","3.02","6.30","48.28","-5.84","0","-1.77","0","0"
"O-143717358421457","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/14/21","12:15 PM","56.56","6.99","0","4.30","13.57","81.42","-9.53","0","-2.54","0","-8.00"
"O-471917311853651","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/10/21","11:23 AM","65.97","0.00","0","5.11","0","71.08","-9.90","0","-2.47","0","0"
"O-041917439900151","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/21/21","6:09 PM","54.66","0.00","0","4.24","0","58.90","-8.20","-5.47","-2.10","0","0"
"O-005017409687066","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/19/21","11:30 AM","13.97","0.00","0","1.08","0","15.05","-2.10","0","-0.76","0","0"
"O-110317334628171","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/12/21","1:15 PM","58.26","1.99","0","4.67","9.73","74.65","-9.04","0","-2.58","0","0"
"O-116017421977103","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/20/21","6:51 PM","40.98","0.00","0","3.18","5.00","49.16","-6.15","0","-1.80","0","0"
"O-658517496359193","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/27/21","7:02 PM","63.92","8.99","0","5.65","5.13","83.69","-10.94","0","-2.85","0","0"
"O-670117496951479","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/28/21","12:27 PM","36.06","1.99","0","2.94","1.00","41.99","-5.71","0","-1.58","0","0"
"O-809717407803360","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/19/21","1:08 PM","29.98","0.00","0","2.32","3.00","35.30","-4.50","0","-1.38","0","0"
"O-860417377343613","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/16/21","12:41 PM","17.98","0.00","0","1.39","0","19.37","-2.70","0","-0.89","0","0"
"O-590717256153293","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"12/3/21","6:18 PM","25.98","1.99","0","2.16","4.51","34.64","-4.20","0","-1.36","0","0"
